epoch,acc,f1_score,loss,precision,recall,val_acc,val_f1_score,val_loss,val_precision,val_recall
0,0.2672919034957886,"""[0.09113924, 0.079027355, 0.4356688, 0.20186336, 0.10344827, 0.032608695]""",16.10515594482422,0.34065935015678406,0.05451348051428795,0.31850117444992065,"""[0.0, 0.0, 0.4831261, 0.0, 0.0, 0.0]""",7.211358547210693,0.5480769276618958,0.266978919506073
1,0.2784290611743927,"""[0.03821656, 0.06504065, 0.44629937, 0.15905744, 0.052863434, 0.0]""",5.126368522644043,0.3774038553237915,0.27608439326286316,0.43325525522232056,"""[0.784, 0.0, 0.5450902, 0.0, 0.0, 0.0]""",3.3448026180267334,0.4423963129520416,0.4496487081050873
2,0.41735053062438965,"""[0.5633803, 0.15822785, 0.57565093, 0.28017884, 0.037558686, 0.0]""",3.264714241027832,0.36933961510658264,0.4589683413505554,0.5035128593444824,"""[0.5511111, 0.0, 0.6989248, 0.33093527, 0.0, 0.0]""",3.0442190170288086,0.5340206027030945,0.6065573692321777
3,0.46600234508514404,"""[0.573991, 0.07801419, 0.63296705, 0.39308175, 0.08058608, 0.25668448]""",3.1420724391937256,0.3850734531879425,0.5685814619064331,0.6580796241760254,"""[0.67441857, 0.0, 0.7515924, 0.7614678, 0.18181819, 0.7083334]""",2.789935350418091,0.5329566597938538,0.6627634763717651
4,0.5410316586494446,"""[0.5916306, 0.22727272, 0.69462025, 0.4984985, 0.1659751, 0.48333332]""",2.7887797355651855,0.42207008600234985,0.6143024563789368,0.7025761008262634,"""[0.7329192, 0.0, 0.7887324, 0.7933884, 0.093023255, 0.84931505]""",2.317127227783203,0.4890829622745514,0.7868852615356445
5,0.5773739814758301,"""[0.64943457, 0.25657895, 0.7026616, 0.5605839, 0.17073171, 0.5761317]""",2.386126756668091,0.40835902094841003,0.6987104415893555,0.6955503225326538,"""[0.7052023, 0.039215684, 0.7595819, 0.7672414, 0.25531915, 0.96874994]""",2.026132106781006,0.47820162773132324,0.8220140337944031
6,0.6178194880485535,"""[0.662614, 0.25605536, 0.7582862, 0.63319385, 0.26515153, 0.5506073]""",2.146327257156372,0.4122161865234375,0.7555685639381409,0.7025761008262634,"""[0.69879514, 0.0, 0.782007, 0.7772926, 0.35294116, 0.9253731]""",1.9200836420059204,0.50492262840271,0.8407494425773621
7,0.6858147978782654,"""[0.72868216, 0.34246576, 0.7932421, 0.729078, 0.41666666, 0.6276151]""",2.0135507583618164,0.4417684078216553,0.7848768830299377,0.7704917788505554,"""[0.875, 0.6666666, 0.7876712, 0.7692308, 0.4230769, 0.9117647]""",1.8334693908691406,0.4993141293525696,0.8524590134620667
8,0.709261417388916,"""[0.7099841, 0.51724136, 0.82647294, 0.7471264, 0.4237918, 0.58515286]""",1.9322052001953125,0.4313967823982239,0.8182883858680725,0.7868852615356445,"""[0.892562, 0.65217394, 0.7810219, 0.80658436, 0.53333336, 0.96874994]""",1.758453130722046,0.48721227049827576,0.8922716379165649
9,0.7315357327461243,"""[0.75483865, 0.5423729, 0.8164609, 0.77178425, 0.4872727, 0.6755556]""",1.8548660278320312,0.43899446725845337,0.8393903970718384,0.7634660601615906,"""[0.82812494, 0.6138614, 0.78358203, 0.8053098, 0.4477612, 0.96874994]""",1.766321063041687,0.4868420958518982,0.8665105104446411
10,0.7602578997612,"""[0.7847222, 0.5972603, 0.8513854, 0.80381465, 0.5049834, 0.6857143]""",1.7624591588974,0.43796268105506897,0.8669402003288269,0.7915691137313843,"""[0.8613139, 0.6666666, 0.8000001, 0.8017621, 0.59016395, 0.95384616]""",1.7294931411743164,0.481575608253479,0.88758784532547
11,0.7719812393188477,"""[0.7748691, 0.6054054, 0.85857743, 0.831579, 0.53900707, 0.6724138]""",1.7123236656188965,0.4360599219799042,0.8874560594558716,0.7892271876335144,"""[0.7916666, 0.60759497, 0.8268551, 0.8325792, 0.52307695, 0.9677419]""",1.6430580615997314,0.4879288375377655,0.8992974162101746
